EQ,act_acc,action,b_type,group,human_act,mag0,mag1,nll,p_s,pi_0,pi_1,pi_comp,rew,rt,run,state,sub_id,trial
0.4847499727375535,0.5007540096894046,1.0,1,CON,0.0,0.33,0.64,0.694656338144412,0.5,0.9984894980130609,2.4826081305986217e-06,0.6887986726330452,0.64,1973.0,0.0,1,n29,27
0.7799980544468679,0.5000032918918792,0.0,1,CON,1.0,0.97,0.59,0.6931537643653769,0.5,0.9999999957218932,6.5880618651697544e-06,0.6952239386395078,0.0,1557.0,0.0,1,n29,28
0.47996132207722375,0.49994890271790543,1.0,1,CON,1.0,0.52,0.44,0.6932493803463547,0.5,0.9999662601694699,0.00013593439471966528,0.6936195273951249,0.44,1395.0,0.0,1,n29,29
0.5479622074354279,0.5101889259460002,1.0,1,CON,0.0,0.2,0.9,0.71373552538115,0.5,0.9796221346982323,1.3409768936533113e-08,0.644120877576363,0.0,660.0,0.0,0,n29,30
0.3860975273791645,0.5300111331730897,0.0,1,CON,1.0,0.65,0.13,0.7550462721609066,0.5,0.9999973710042721,0.060024895341907344,0.5869964333460315,0.0,769.0,0.0,1,n29,31
0.5799824274062025,0.49996402994159567,1.0,1,CON,1.0,0.69,0.47,0.6932191232645682,0.5,0.999998850575263,7.308954154537602e-05,0.6946717128125963,0.47,599.0,0.0,1,n29,32
0.35469642270098223,0.5002963003709363,0.0,1,CON,0.0,0.38,0.33,0.6925547553365542,0.5,0.9994202868264542,0.0011723139154184538,0.6889200470012911,0.38,3716.0,0.0,0,n29,33
0.4586219926017813,0.49343974193564616,1.0,1,CON,1.0,0.71,0.21,0.7063545310377047,0.5,0.9999992321636862,0.01312128396502152,0.6607908515957734,0.21,693.0,0.0,1,n29,34
0.6799946623906337,0.5000096061276564,1.0,1,CON,0.0,0.55,0.81,0.6931663929998164,0.5,0.9999807079812233,7.976346339779457e-08,0.6956277060974962,0.81,3172.0,0.0,1,n29,35
0.43242033338661556,0.34840712725600426,0.0,1,CON,0.0,0.05,0.83,1.054383577106247,0.5,0.6968142022934071,5.221860144282243e-08,0.36445220021924185,0.05,1918.0,0.0,0,n29,36
0.7299996222283326,0.5000002587086647,1.0,1,CON,0.0,0.71,0.75,0.6931476979774088,0.5,0.9999992167079922,2.6587467814524404e-07,0.6955955135768452,0.75,2407.0,0.0,1,n29,37
0.7599997576791431,0.49999978951900664,0.0,1,CON,1.0,0.73,0.79,0.6931467595980477,0.5,0.9999994623673139,1.1667069946476684e-07,0.6964965770897608,0.0,2887.0,0.0,1,n29,38
0.5629439664687999,0.5102801470539081,1.0,1,CON,0.0,0.2,0.93,0.7139217800580727,0.5,0.9794396985994076,7.2927769663193946e-09,0.6439623899322697,0.93,666.0,0.0,1,n29,39
0.8449999519300528,0.500000037027792,0.0,1,CON,1.0,0.89,0.8,0.6931472546155322,0.5,0.9999999781683864,9.588719773139723e-08,0.6963464764886835,0.0,2257.0,0.0,1,n29,40
0.493307733441177,0.4330774011036655,0.0,1,CON,0.0,0.1,0.9,0.8368388115187794,0.5,0.8661547888689527,1.3338378278689945e-08,0.4896529302052919,0.1,2324.0,0.0,0,n29,41
0.3969592850202234,0.48212058070155095,0.0,1,CON,0.0,0.17,0.63,0.729561028787587,0.5,0.9642381271555016,3.0342476003395158e-06,0.6155146634993722,0.0,1333.0,0.0,1,n29,42
0.387881790574416,0.6423614606316379,1.0,1,CON,0.0,0.05,0.74,1.0282324692069016,0.5,0.7152767334354531,3.453012709807479e-07,0.3840168624288922,0.0,980.0,0.0,0,n29,43
0.5099380892549038,0.49985104522325907,1.0,1,CON,1.0,0.62,0.4,0.6934451344972933,0.5,0.9999954336580398,0.00030247589544241083,0.6930862774844536,0.4,2189.0,0.0,1,n29,44
0.29752866580592224,0.48583165716525595,1.0,1,CON,1.0,0.43,0.17,0.7218930995202179,0.5,0.999790946959429,0.028545738710058725,0.6311592798789556,0.17,792.0,0.0,1,n29,45
0.5996810008044193,0.5010632952236281,0.0,1,CON,1.0,0.9,0.3,0.6952760354115441,0.5,0.9999999822858464,0.002126608161409913,0.6885538706272767,0.0,1870.0,0.0,1,n29,46
0.7299956608337943,0.5000077309687434,1.0,1,CON,0.0,0.56,0.9,0.693162642616969,0.5,0.9999845246053765,1.345713686217213e-08,0.6949658830462926,0.0,2377.0,0.0,0,n29,47
0.6248690159556572,0.4996460221817389,0.0,1,CON,0.0,0.37,0.88,0.693855386915398,0.5,0.9992920247609403,1.9602537640965595e-08,0.6928943785240533,0.0,1700.0,0.0,1,n29,48
0.3898333484877846,0.5001333853315176,1.0,1,CON,1.0,0.38,0.4,0.6928804454738763,0.5,0.9994358829619939,0.00029734637497088587,0.6911917028766759,0.4,3722.0,0.0,1,n29,49
0.519983812485844,0.5000078691792255,0.0,1,CON,1.0,0.54,0.5,0.693162919042246,0.5,0.9999764366835708,3.930167488001349e-05,0.6953891016793405,0.0,1260.0,0.0,1,n29,50
0.30740042090646813,0.6085106745710628,1.0,1,CON,0.0,0.07,0.56,0.9377970297494675,0.5,0.782966486179914,1.2164677960888732e-05,0.4205258600906771,0.0,889.0,0.0,0,n29,51
0.754998227637435,0.5000028891393504,1.0,1,CON,1.0,0.61,0.9,0.6931414022979386,0.5,0.9999942084927407,1.3228558449607128e-08,0.6955879535274996,0.0,2647.0,0.0,0,n29,52
0.4642032551433538,0.4516940434858757,0.0,1,CON,0.0,0.12,0.82,0.7947502232894744,0.5,0.9033880229824939,6.398925759261565e-08,0.5297914935950729,0.12,744.0,0.0,0,n29,53
0.542623664647502,0.5125069900786214,1.0,1,CON,0.0,0.19,0.9,0.7184793272698482,0.5,0.9749860065628309,1.3279925532733964e-08,0.6352990994250496,0.9,2163.0,0.0,1,n29,54
0.4849690823411287,0.49997880909998177,1.0,1,CON,0.0,0.51,0.46,0.6931047996579917,0.5,0.9999563508353345,8.603096470238413e-05,0.6956892698033501,0.46,1313.0,0.0,1,n29,55
0.6799885907521113,0.5000223251597736,1.0,1,CON,0.0,0.51,0.85,0.6931918318763488,0.5,0.9999553152445638,3.443588788290338e-08,0.6971303212622433,0.85,1268.0,0.0,1,n29,56
0.5299301479173512,0.5001679962601199,1.0,1,CON,0.0,0.41,0.65,0.6934832295383184,0.5,0.9996621704684402,1.8370113202027241e-06,0.6969458985362613,0.65,1004.0,0.0,1,n29,57
0.4747494429172654,0.49919707724582846,1.0,1,CON,0.0,0.64,0.31,0.6915426230428076,0.5,0.9999965241495973,0.0016093213587466484,0.6939459931654186,0.0,2565.0,0.0,0,n29,58
0.4093755445149316,0.41965254832539584,1.0,1,CON,1.0,0.76,0.07,0.8683281759699012,0.5,0.9999996774268768,0.16069522592233157,0.501051144114372,0.07,3245.0,0.0,1,n29,59
0.3865296979780962,0.526685698469028,0.0,1,CON,1.0,0.65,0.13,0.7479956258964622,0.5,0.9999970225104355,0.05337437442762045,0.6057765264726703,0.0,1279.0,0.0,1,n29,60
0.839999820632017,0.5000002363170525,1.0,1,CON,0.0,0.74,0.94,0.693147653194161,0.5,0.9999995220166517,5.349244286299621e-09,0.7007078683260901,0.94,1754.0,0.0,1,n29,61
0.6198521410097666,0.49960041664528826,0.0,1,CON,0.0,0.37,0.87,0.6939466667733195,0.5,0.999200812082528,2.1208048531087185e-08,0.6988005389212424,0.37,1199.0,0.0,0,n29,62
0.41488362715521415,0.49985934000223586,0.0,1,CON,0.0,0.4,0.43,0.6934285401333664,0.5,0.9995738394124714,0.00014484059200042788,0.6977009601779331,0.0,1846.0,0.0,1,n29,63
0.41431842313930645,0.5027075167121775,0.0,1,CON,1.0,0.58,0.25,0.698576928421278,0.5,0.9999886802827731,0.005426353141581917,0.6823467135276111,0.0,1217.0,0.0,1,n29,64
0.43301137957037517,0.43011441097354486,0.0,1,CON,0.0,0.1,0.78,0.8437040336539147,0.5,0.860228682113046,1.3983404365852286e-07,0.4822677989197785,0.0,1372.0,0.0,1,n29,65
0.5798079622635705,0.500581805786545,0.0,1,CON,0.0,0.83,0.33,0.6919842454580862,0.5,0.9999999278847075,0.0011636836883823966,0.691724346241614,0.0,1949.0,0.0,1,n29,66
0.342339420333932,0.6094220121128782,1.0,1,CON,0.0,0.07,0.63,0.9401276167432044,0.5,0.781153007722339,2.9680519036313133e-06,0.4184758827335636,0.0,1431.0,0.0,0,n29,67
0.6499972165474925,0.4999959269323706,0.0,1,CON,0.0,0.59,0.71,0.6931553267283841,0.5,0.9999912687222697,5.85142471455042e-07,0.6959497396710683,0.0,1270.0,0.0,1,n29,68
0.7249956582458861,0.4999922681406228,0.0,1,CON,0.0,0.56,0.89,0.6931626443982642,0.5,0.9999845198497112,1.643153446141353e-08,0.6949753334773788,0.0,1315.0,0.0,1,n29,69
0.6749699054137138,0.49993162429272375,1.0,1,CON,0.0,0.91,0.44,0.6930104384950144,0.5,0.9999999862591339,0.00013676515541936584,0.6936551899877008,0.44,1975.0,0.0,1,n29,70
0.5884962313972716,0.5068353009334116,1.0,1,CON,0.0,0.22,0.96,0.7069120855443592,0.5,0.9863293940698247,4.063351913533682e-09,0.6580261528926541,0.96,1196.0,0.0,1,n29,71
0.42456736736352285,0.49857835520655064,0.0,1,CON,0.0,0.3,0.55,0.6959945199730556,0.5,0.9971422652402957,1.444517280558845e-05,0.6856871351366933,0.0,1498.0,0.0,1,n29,72
0.774999672171941,0.500000432279762,0.0,1,CON,0.0,0.86,0.69,0.693146316000795,0.5,0.9999999618644865,9.026950375493823e-07,0.6948761153244467,0.86,1870.0,0.0,0,n29,73
0.6799746450014182,0.5000563238035156,0.0,1,CON,1.0,0.91,0.45,0.6932598345121948,0.5,0.9999999863426475,0.00011266126438361977,0.6936187861388841,0.91,1023.0,0.0,0,n29,74
0.4732550503725022,0.5749437459927473,1.0,1,CON,0.0,0.09,0.87,0.8555337564468413,0.5,0.8501124819975252,2.601697866860094e-08,0.4775750782513401,0.0,1382.0,0.0,0,n29,75
0.6599745880210011,0.5000564265728773,0.0,1,CON,0.0,0.87,0.45,0.6930343337816279,0.5,0.9999999696648421,0.00011288348091258067,0.6935732027853464,0.0,998.0,0.0,1,n29,76
0.7349956806879532,0.4999921612291976,1.0,1,CON,1.0,0.92,0.55,0.693162858224444,0.5,0.9999999891318297,1.5688409776004093e-05,0.6935422820270005,0.55,1968.0,0.0,1,n29,77
0.7349970680514858,0.5000051223429947,0.0,1,CON,0.0,0.9,0.57,0.6931369359264324,0.5,0.9999999833836634,1.0261302325888993e-05,0.6940318511140584,0.0,2028.0,0.0,1,n29,78
0.4997884848738619,0.5006385156493297,0.0,1,CON,1.0,0.67,0.33,0.6944250279579364,0.5,0.9999983900762813,0.0012786412223780485,0.6887364979918348,0.0,2150.0,0.0,1,n29,79
0.454909681458875,0.49980271042761126,0.0,1,CON,0.0,0.39,0.52,0.6935418375715573,0.5,0.9995760239147976,2.9396940424943954e-05,0.6912636339462614,0.0,1387.0,0.0,1,n29,80
0.864999967348502,0.5000000236067178,1.0,1,CON,0.0,0.83,0.9,0.6931472277733797,0.5,0.9999999376907011,1.5095865690263168e-08,0.693156267851536,0.9,3017.0,0.0,1,n29,81
0.30379514955794246,0.49544778647129123,1.0,1,CON,1.0,0.38,0.23,0.7022933062008204,0.5,0.9994824874411325,0.009621939616284873,0.6641019243843853,0.0,1511.0,0.0,0,n29,82
0.5199714766390965,0.49994581299632757,1.0,1,CON,1.0,0.59,0.45,0.6932555604401772,0.5,0.99999203998221,0.00011633402513613245,0.6929485731602207,0.45,492.0,0.0,1,n29,83
0.4240893543066384,0.5036329746035166,1.0,1,CON,0.0,0.25,0.6,0.7004396553430134,0.5,0.9927283989283018,5.651864664309539e-06,0.672154039416544,0.6,2794.0,0.0,1,n29,84
0.8749999629165288,0.5000000375480037,0.0,1,CON,1.0,0.94,0.81,0.693147255655955,0.5,0.9999999923776137,8.271839372708588e-08,0.6945989357435711,0.0,1875.0,0.0,1,n29,85
0.4599445553121184,0.5000742443774906,1.0,1,CON,0.0,0.43,0.49,0.6932956803404736,0.5,0.9998003816677129,5.112957730541323e-05,0.6927347529915366,0.49,1520.0,0.0,1,n29,86
0.5349566952826615,0.49990009288331017,1.0,1,CON,1.0,0.65,0.42,0.6933470147588485,0.5,0.9999974883582639,0.00020232587511540074,0.6935674121653126,0.0,968.0,0.0,0,n29,87
0.5799893337618705,0.4999811109763816,1.0,1,CON,1.0,0.66,0.5,0.6931849593207905,0.5,0.9999978935753101,3.9884471926939035e-05,0.6950071478394924,0.5,2302.0,0.0,1,n29,88
0.6198141782061555,0.49946910885844975,0.0,1,CON,0.0,0.35,0.89,0.6942095269331835,0.5,0.9989382017583482,1.5958551223997747e-08,0.691833185935212,0.0,2488.0,0.0,1,n29,89
0.9399999912880104,0.5000000067730812,0.0,0,CON,1.0,0.99,0.89,0.6931471941061098,0.5,0.9999999971447373,1.6401425150700475e-08,0.6951269649865311,0.0,1448.0,0.0,1,n29,90
0.9599999955349218,0.6002819908078084,1.0,0,CON,0.0,0.96,0.96,0.9169959575068238,0.3997180079933746,0.9999999956815735,4.872661297030155e-09,0.6996571187344963,0.0,2217.0,0.0,0,n29,91
0.5799946195412724,0.47988851949734024,1.0,0,CON,0.0,0.58,0.58,0.6537121048019322,0.5201129558416338,0.9999896637914588,8.12828153898359e-06,0.6972504301744089,0.0,2314.0,0.0,0,n29,92
0.4025190106275388,0.38474488233208326,1.0,0,CON,0.0,0.33,0.52,0.4857182717156325,0.6163610132943785,0.9981915438749206,2.285018883495176e-05,0.7281429288449213,0.0,1297.0,0.0,0,n29,93
0.642127391820042,0.7856680285191419,0.0,0,CON,0.0,0.92,0.02,0.24122093134377848,0.6933051768908646,0.9999999841198993,0.30115559728625274,0.6559098033616835,0.0,1445.0,0.0,1,n29,94
0.602728819351262,0.5534830371241001,0.0,0,CON,0.0,0.34,0.93,0.5915241738719861,0.5542531284766212,0.9986105728675667,6.690838406969738e-09,0.7053896514950286,0.34,153.0,0.0,0,n29,95
0.20336697014471916,0.6997379243634079,0.0,0,CON,1.0,0.28,0.08,1.2030996002243217,0.6436538968907928,0.9962148090945777,0.16422343288943247,0.5234935257016584,0.28,288.0,0.0,0,n29,96
0.7760863549412561,0.2848260056132523,1.0,0,CON,0.0,0.91,0.44,0.3352294170999888,0.715124091017972,0.9999999892741444,0.00017520273747500194,0.6630910798913521,0.0,111.0,0.0,0,n29,97
0.7390058755301503,0.7722611508199934,0.0,0,CON,0.0,0.78,0.6,0.2584325078963128,0.7722599382728038,0.9999998256288097,5.915547154526435e-06,0.7036314405085567,0.78,3629.0,0.0,0,n29,98
0.40712163432183757,0.81796754483403,0.0,0,CON,0.0,0.42,0.35,0.20093261940853002,0.8179363923722339,0.9998046877900377,0.0010485644478119176,0.6478525271016786,0.0,1034.0,0.0,1,n29,99
0.7092334050368403,0.34609089621023503,1.0,0,CON,0.0,0.82,0.5,0.42478692221519304,0.6538878108486331,0.9999999444300973,6.162532925029506e-05,0.6575107073949815,0.0,700.0,0.0,0,n29,100
0.3981675494557363,0.7231067158278136,0.0,0,CON,0.0,0.39,0.42,0.32419846629379484,0.7233054504203791,0.9996300325715939,0.00024888406722618295,0.6687220010318731,0.39,1945.0,0.0,0,n29,101
0.48444028681868245,0.22033840065197263,1.0,0,CON,0.0,0.54,0.29,0.2488953004270431,0.7788004116388199,0.9999844189546645,0.003948118711242556,0.6209911445233124,0.0,2047.0,0.0,0,n29,102
0.18095068251496477,0.6128201913585303,0.0,0,CON,0.0,0.05,0.85,0.4896837117537131,0.8231650823426293,0.7444681469823211,4.437111914673857e-08,0.21809611538696128,0.05,1967.0,0.0,0,n29,103
0.9857589514629443,0.1413682029367445,1.0,0,CON,0.0,0.99,0.96,0.15241509026075575,0.8586317979406467,0.9999999980185699,5.828231006528719e-09,0.6144234150274889,0.0,1808.0,0.0,0,n29,104
0.5093561862210134,0.8869276335571695,0.0,0,CON,0.0,0.48,0.74,0.11999188561846683,0.8869851677584608,0.9999350854368261,3.8980206936229155e-07,0.6763626035722518,0.0,1035.0,0.0,1,n29,105
0.9358182358583891,0.7090878859898032,0.0,0,CON,0.0,0.93,0.95,0.343775802459626,0.7090878887521622,0.9999999932556385,6.943629825025716e-09,0.6540288248607751,0.93,325.0,0.0,0,n29,106
0.5984500688945809,0.7678928751972233,0.0,0,CON,0.0,0.68,0.33,0.26410504098374304,0.7674343807817346,0.9999991469301094,0.0019742775918267703,0.6069366189907589,0.68,1150.0,0.0,0,n29,107
0.5362053459670105,0.8140299970624277,0.0,0,CON,0.0,0.46,0.87,0.20575806223055004,0.8140786679166586,0.9999402028653951,4.688786057487156e-08,0.5619179692350399,0.46,2177.0,0.0,0,n29,108
0.12701414976339495,0.2034679254849123,1.0,0,CON,0.0,0.1,0.32,0.2274878811206774,0.8513677909923442,0.9350278968546545,0.003225676701732351,0.3420945301140827,0.0,1043.0,0.0,0,n29,109
0.964553139570611,0.881178064667666,0.0,0,CON,0.0,0.98,0.85,0.12649555693337694,0.8811780589836098,0.9999999979747614,6.285583278414876e-08,0.5556153273616647,0.98,1411.0,0.0,0,n29,110
0.2935932258559867,0.9050927109956172,0.0,0,CON,0.0,0.3,0.24,0.0997178974400661,0.9050094608620445,0.9985935040350322,0.014276603763279407,0.48684783830151945,0.0,1597.0,0.0,1,n29,111
0.33072003371769565,0.7233212264285434,0.0,0,CON,0.0,0.32,0.36,0.3239018589122093,0.7234971578218686,0.9991800137082835,0.001509302236812566,0.588629714849991,0.0,1453.0,0.0,1,n29,112
0.4231948147053823,0.4008537697565685,1.0,0,CON,1.0,0.6,0.19,0.9141585821303413,0.578389685426851,0.9999973457418445,0.04923522811138201,0.612756509902554,0.0,1548.0,0.0,0,n29,113
0.7953990583678713,0.33704384771726104,1.0,0,CON,0.0,0.91,0.57,0.4110464263034635,0.6629495298187217,0.9999999929002747,1.966225050309645e-05,0.6404275678365998,0.57,2260.0,0.0,1,n29,114
0.4027714523625027,0.5298509894250142,0.0,0,CON,0.0,0.37,0.44,0.6351594639948858,0.5299857309185674,0.9995601262184891,0.00020932414295652164,0.6938074329683381,0.37,1597.0,0.0,0,n29,115
0.3434445994095052,0.6229054102837132,0.0,0,CON,0.0,0.28,0.45,0.47336060112207345,0.6242536652686156,0.9977200341502307,0.00019966143796713121,0.6518792997026359,0.0,1971.0,0.0,1,n29,116
0.5149896121107673,0.4990694377046383,0.0,0,CON,0.0,0.51,0.52,0.6950100391948887,0.4990508631274677,0.9999801166679751,5.688675572399006e-05,0.7414506595980315,0.0,2165.0,0.0,1,n29,117
0.6521747041516746,0.601043154598803,1.0,0,CON,0.0,0.55,0.72,0.9189020248308812,0.3989592337933712,0.9999922125214625,1.1954169119390583e-06,0.8412604059467906,0.72,1648.0,0.0,1,n29,118
0.8061139919018624,0.6810569946310578,1.0,0,CON,0.0,0.99,0.72,1.1427428587151045,0.3189423804048987,0.9999999984720169,9.183531078744114e-07,0.8143889189376881,0.72,2184.0,0.0,1,n29,119
0.22042120887638555,0.5627107646496328,1.0,0,CON,0.0,0.71,0.07,0.8271604370327962,0.25497402592022245,0.9999994818353716,0.24471004755754158,0.304980268409363,0.07,1815.0,0.0,1,n29,120
0.48328435449099716,0.7959295789683702,1.0,0,CON,1.0,0.77,0.41,0.22824456568403503,0.20383541946176476,0.9999998092861788,0.0002952159011365494,0.7131103341371425,0.41,1812.0,0.0,1,n29,121
0.8606682921133958,0.8370467341099248,1.0,0,CON,1.0,0.71,0.89,0.1778753747946117,0.1629533756515011,0.9999992407452347,1.6679718471314265e-08,0.6578689456988727,0.89,2134.0,0.0,1,n29,122
0.5808382062986758,0.8697202761959854,1.0,0,CON,1.0,0.72,0.56,0.13958364064647355,0.13027079742242817,0.9999992652611257,1.0373454838759325e-05,0.6004070052180916,0.56,637.0,0.0,1,n29,123
0.4411774021311493,0.8956972577801109,1.0,0,CON,1.0,0.71,0.41,0.11015280504401169,0.10414316729080285,0.9999989511762533,0.00017824740637415346,0.5437688310586933,0.41,2287.0,0.0,1,n29,124
0.9791767405515126,0.9167442049906338,1.0,0,CON,1.0,0.86,0.99,0.08692679330442092,0.08325579875120095,0.9999999395205013,1.4108991035232694e-09,0.4931740363064353,0.0,1101.0,0.0,0,n29,125
0.6513761176651247,0.7342297215417498,1.0,0,CON,0.0,0.3,0.78,1.3251229581491657,0.2671216680747055,0.9949406964916179,8.183623054236231e-08,0.5795449608534999,0.78,3012.0,0.0,1,n29,126
0.9265098419195205,0.7864533413237514,1.0,0,CON,1.0,0.84,0.95,0.2402218826888946,0.21354668210937736,0.999999881464772,2.390066885419505e-09,0.5372126522990865,0.95,1124.0,0.0,1,n29,127
0.673164300024414,0.17071847270242405,0.0,0,CON,1.0,0.98,0.61,0.18719558282724272,0.17071690877270945,0.9999999918053213,1.8875685533346963e-06,0.4859394518913465,0.0,840.0,0.0,1,n29,128
0.30658496084650755,0.13941767390591675,0.0,0,CON,1.0,0.67,0.25,0.1501459955139623,0.13647724541082815,0.9999970125433324,0.003405626776267747,0.4852322829998333,0.0,1172.0,0.0,1,n29,129
0.5625243365523153,0.8909274820615212,1.0,0,CON,1.0,0.42,0.58,0.11549224420463193,0.1091048253440783,0.9996551051911662,5.974083631364861e-06,0.5481275040800845,0.0,1484.0,0.0,0,n29,130
0.7084879552686973,0.7122141002837042,1.0,0,CON,1.0,0.68,0.72,0.33937671012648846,0.2877863109112509,0.9999977951020637,3.135919617320215e-07,0.6118701406053846,0.0,2141.0,0.0,0,n29,131
0.5168938941897219,0.5694543781564593,1.0,0,CON,1.0,0.46,0.56,0.5630766078964615,0.4306307258636652,0.9997935279448916,6.690193887727493e-06,0.7051671454981427,0.0,2758.0,0.0,0,n29,132
0.405278892193732,0.5445417331490048,0.0,0,CON,1.0,0.41,0.4,0.7864511870042488,0.5448256958591813,0.9993588393429242,0.00014358914898685363,0.8147751225470339,0.41,1206.0,0.0,0,n29,133
0.5954839281509601,0.6360893619303128,0.0,0,CON,0.0,0.53,0.71,0.4524162193323465,0.636117267718123,0.9999559109884698,3.8472213269314593e-07,0.8106854998830523,0.53,1450.0,0.0,0,n29,134
0.8367278669124509,0.7090990395465009,0.0,0,CON,0.0,0.86,0.78,0.34376007314144225,0.7090990382182034,0.9999999526116856,1.200797185376697e-07,0.7771892751719924,0.86,1790.0,0.0,0,n29,135
