,α,λ,r,α_a,β,β_a,nll,aic,bic
0,0.02082433301898413,0.5174404735990218,10.0,0.8694432198208264,5.598102514983665,1.0107678029800997,93.71657021610956,199.43314043221912,1267.433140432219
