,α,λ,r,α_a,β,β_a,nll,aic,bic
0,0.6567907878699367,0.8069802727936342,0.1,0.7082546738609666,2.756954094267516,1.6568887321796035,53.699196581743514,119.39839316348703,1187.398393163487
