,α,λ,r,α_a,β,β_a,nll,aic,bic
0,0.3852913003211832,0.3601913034505281,1.3456563945124955,0.2074288360286055,4.276606473354516,1.7852398559619214,81.54954892446372,175.09909784892744,1243.0990978489274
