,α,λ,r,α_a,β,β_a,nll,aic,bic
0,0.30299349500162426,0.7914119410078058,0.1,0.06926779172181687,5.018849508765026,1.520576421476636,60.496359069710145,132.99271813942028,1200.9927181394203
