,α,λ,r,α_a,β,β_a,nll,aic,bic
0,0.35048190347529956,0.43178990439305553,0.5037854913092678,0.39310159178942927,6.453539068063448,1.7747783166911775,50.12628243191259,112.25256486382519,1180.2525648638252
