,α,λ,r,α_a,β,β_a,nll,aic,bic
0,0.2990589707365988,0.3995303355932699,0.4247676828478165,1.0,3.800099039434806,0.21808999701278037,87.57580535503065,187.1516107100613,1255.1516107100613
