,α,λ,r,α_a,β,β_a,nll,aic,bic
0,0.739735054889562,0.7290322955886963,10.0,0.9646813093957292,2.6505802554771054,0.44689020031519167,81.30502110147295,174.6100422029459,1242.6100422029458
