,α,λ,r,α_a,β,β_a,nll,aic,bic
0,0.18129169433031656,0.41624237395427455,0.964980929465942,0.11673608760313392,14.329908323277946,2.4217394981968243,42.06895467360393,96.13790934720787,1164.1379093472078
