,α,λ,r,α_a,β,β_a,nll,aic,bic
0,0.1638380771712858,0.8685444944232392,0.1,0.6424152469536272,6.15818044320618,1.0924164967146244,48.77996861985939,109.55993723971878,1177.5599372397187
