,α,λ,r,α_a,β,β_a,nll,aic,bic
0,0.5201425241893685,0.5686508551368229,0.8910322180018633,0.7263601476635358,5.583717807251695,0.8321388225762286,55.62431800657162,123.24863601314324,1191.2486360131431
