,α,λ,r,α_a,β,β_a,nll,aic,bic
0,0.9108536970696981,0.4698283399669138,1.8285871146580177,0.03966826619231251,1.3093034527979357,1.1710878220857692,115.08386191490935,242.1677238298187,1310.1677238298187
