,α,λ,r,α_a,β,β_a,nll,aic,bic
0,0.045031187454738233,0.3610309012485273,0.1,0.7011186067508886,2.1521897092488587,0.19461578235224347,97.07713738339463,206.15427476678926,1274.1542747667893
