,α,λ,r,α_a,β,β_a,nll,aic,bic
0,0.18210748678769043,0.5428810552114307,0.6126015719201311,1.0,6.811644581556457,0.4793295524380375,68.74001961596208,149.48003923192417,1217.4800392319241
