,α,λ,r,α_a,β,β_a,nll,aic,bic
0,0.6071793356018643,0.2580325976566206,2.8314801634019133,0.3010874197424288,14.257480683504554,2.148374635368053,47.735318168358575,107.47063633671715,1175.4706363367172
