,α,λ,r,α_a,β,β_a,nll,aic,bic
0,0.29626178570557554,0.36499218886966506,1.5866688408454264,0.43511472035563115,15.18468467749244,0.3703681334584642,39.17484186336242,90.34968372672483,1158.3496837267248
