,α,λ,r,α_a,β,β_a,nll,aic,bic
0,0.17927738084814057,0.46747444653844367,1.2623431734549762,0.6693402073548806,16.333814845592936,1.7213100545950177,33.26861306363511,78.53722612727022,1146.5372261272703
