,α,ν,λ,r,α_a,β,β_a,nll,aic,bic
0,0.42358325724330076,0.0,0.711502679147062,2.704260680884629,0.0,3.794628654195127,0.0,80.20055287037496,174.40110574074993,1420.40110574075
