,α,ν,λ,r,α_a,β,β_a,nll,aic,bic
0,1.0,0.0,0.20720861935335977,0.8143258864818176,0.7882806236021946,1.3981542070829867,0.28991693257317286,116.82255603991119,247.64511207982238,1493.6451120798224
