,α,ν,λ,r,α_a,β,β_a,nll,aic,bic
0,0.5635104673125133,0.0,0.4050350935239136,0.7923824249162201,0.5217252716209855,4.240445484928738,1.335845233947969,69.48995134007657,152.97990268015315,1398.9799026801531
