,α,ν,λ,r,α_a,β,β_a,nll,aic,bic
0,0.0010456013048820584,1.0,0.845873255701635,0.22024233503807628,1.057092084872581e-05,19.999976560448513,19.99999962756004,59.32142825629538,132.64285651259075,1378.6428565125907
