,α,ν,λ,r,α_a,β,β_a,nll,aic,bic
0,0.6277852100204488,0.0,0.14165763569269102,10.0,0.3874732404373299,15.960685960898227,1.0806347250844655,70.62737633264464,155.2547526652893,1401.2547526652893
