,α,ν,λ,r,α_a,β,β_a,nll,aic,bic
0,0.1825416250784563,0.05599050758541428,0.4662946191245951,1.2688855316265497,0.6610096060260748,16.361468917441027,1.7062351535501323,33.260017684879514,80.52003536975903,1326.520035369759
