,α,ν,λ,r,α_a,β,β_a,nll,aic,bic
0,0.6396760972145051,0.7463849649959794,0.687242472635716,3.065952189630144,0.46846774297393534,4.122094594969029,0.8924122109733915,64.19978643183399,142.39957286366797,1388.399572863668
