,α,ν,λ,r,α_a,β,β_a,nll,aic,bic
0,1.0,0.6981702230331832,0.2858137229993245,1.378705251058721,0.5557887452810151,9.164610866261112,1.2848574597162268,53.70679968193782,121.41359936387563,1367.4135993638756
