,α,ν,λ,r,α_a,β,β_a,nll,aic,bic
0,0.5826042106114522,1.0,0.4411761513140329,0.49832873156114516,0.3870505628848042,6.565930391894328,1.7314819051919077,49.57539135437385,113.1507827087477,1359.1507827087478
