,α,ν,λ,r,α_a,β,β_a,nll,aic,bic
0,0.2431921329983351,1.0,0.8676620494681307,0.1,0.5907355764736612,6.156538098877196,1.0100357397740598,46.53389625139996,107.06779250279992,1353.0677925027999
