,α,ν,λ,r,α_a,β,β_a,nll,aic,bic
0,0.7535921740457163,0.15966348882974876,0.8071537178043826,0.1,0.7025963951254762,2.783963617957359,1.6475477853371225,53.56373133548742,121.12746267097484,1367.1274626709749
