,α,ν,λ,r,α_a,β,β_a,nll,aic,bic
0,0.5595368269303007,1.0,0.4557451542321904,0.562005436327525,0.031554735314501835,5.420417676604265,1.8905953027748776,68.04584054757491,150.09168109514982,1396.0916810951499
