,α,ν,λ,r,α_a,β,β_a,nll,aic,bic
0,0.7115476809147968,0.6012321129389052,1.0,10.0,0.5030049601131872,3.3955724493745523,2.396471274605603,41.1410373960818,96.2820747921636,1342.2820747921637
