,α,ν,λ,r,α_a,β,β_a,nll,aic,bic
0,0.6909421907697676,1.0,1.0,6.07530056388684,0.15337739833605088,2.9599544695756674,1.9130375494997527,60.371635725462866,134.74327145092573,1380.7432714509257
