,α,ν,λ,r,α_a,β,β_a,nll,aic,bic
0,0.04798556666556211,1.0,0.5172661429244517,0.642312509010091,0.0,13.037287409497635,0.0,49.66156100446627,113.32312200893254,1359.3231220089326
