,α,ν,λ,r,α_a,β,β_a,nll,aic,bic
0,0.16206383354250434,0.0,0.8409591151923073,0.1,1.0,6.929870858289553,0.48586903104308105,54.852658229440955,123.70531645888191,1369.705316458882
