,α,ν,λ,r,α_a,β,β_a,nll,aic,bic
0,0.7223092445744401,0.5155142777476112,0.5806235436422444,0.9117797392009649,0.744914123489827,6.028999405875351,0.6949711716937962,54.007382898715115,122.01476579743023,1368.0147657974303
