,α,ν,λ,r,α_a,β,β_a,nll,aic,bic
0,0.2617710368461957,0.40294707485816944,0.41102835297348717,1.1264202471728857,0.3914971844605207,12.427673545860614,0.5214979957400413,50.98124802083377,115.96249604166753,1361.9624960416675
