,α,ν,λ,r,α_a,β,β_a,nll,aic,bic
0,0.18129199841173327,0.0,0.41624196269945696,0.9649815915304153,0.11673606406282956,14.329916643919827,2.4217456990859048,42.068954673614115,98.13790934722823,1344.1379093472283
