,α,ν,λ,r,α_a,β,β_a,nll,aic,bic
0,0.254557380624264,1.0,0.5406078240636375,0.6375758389931417,1.0,7.208540128072813,0.38064647110363065,66.03627045247185,146.0725409049437,1392.0725409049437
