,α,ν,λ,r,α_a,β,β_a,nll,aic,bic
0,1.0,0.0,0.2183795402753838,2.6204133368145723,0.0003317182955848952,3.0763228071556763,20.0,112.10642449497831,238.21284898995663,1484.2128489899567
